id,order_code,product_name,factory_code,order_qt,order_date,comments,order_status
83,BUF21838186,"0,17x838x942 ALU/С",BUF,46000.0,17.02.2021,,0
84,BIL21894187,"0,18x894x795 W/С",BIL,28000.0,17.02.2021,,0
85,BIL21894188,"0,17x894x795 W/С №13",BIL,7000.0,17.02.2021,,0
86,BIL21838189,"0,17x838x942 BLANK",BIL,24000.0,17.02.2021,,0
87,MOE21062190,OT62-ELQ6216A2A,MOE,20000.0,18.02.2021,,0
88,ZNO21153191,OT153-ELQ1542A3A HBI,ZNO,5600.0,18.02.2021,,0
89,ZNO21153192,OT153-ELQ0561A2A HBI,ZNO,8100.0,18.02.2021,,0
90,BUF21942193,"0,16x942x790 ALU/С",BUF,19000.0,18.02.2021,,0
91,BUF21796194,"0,14x796x925 G/C",BUF,9000.0,18.02.2021,,0
92,BUF21838195,"0,17x838x942 ALU/С",BUF,26000.0,18.02.2021,,0
93,СКО21836196,"0,225x836,5x712 CKO",СКО,10000.0,19.02.2021,,0
94,BIL21895197,"0,19x895x907 W/C",BIL,33000.0,19.02.2021,,0
95,VIL21062198,OT62-ELQ6216A2A,VIL,20000.0,22.02.2021,,0
96,DEV21070199,OT070-ELQ7022A6A ,DEV,15000.0,22.02.2021,,0
97,BUF21070200,OT070-ELQ7013A9A ,BUF,17000.0,22.02.2021,,0
98,VIL21062201,OT62-ELQ6216A2A,VIL,40000.0,23.02.2021,,0
99,BUF21850202,"0,14x850x925 G/C",BUF,20000.0,24.02.2021,,0
100,MOE21062203,OT62-ELQ6216A2A,MOE,28000.0,25.02.2021,,0
101,VAJ21062204,OT62-ELQ6215A5A,VAJ,7500.0,25.02.2021,,0
102,DAG21070205,OT070-ELQ7013A9A ,DAG,30000.0,25.02.2021,,0
103,BIL21894206,"0,17x894x795 W/С №13",BIL,18000.0,25.02.2021,,0
104,BIL21920207,"0,16x920x778 BLANK",BIL,55000.0,25.02.2021,,0
105,BUF21850208,"0,14x850x925 G/C",BUF,20000.0,25.02.2021,,0
106,VIL21062209,OT62-ELQ6216A2A,VIL,35000.0,02.03.2021,,0
107,VIL21062210,OT62-ELQ6216A2A,VIL,15800.0,02.03.2021,,0
108,BIL21894211,"0,17x894x795 BLANK",BIL,30000.0,02.03.2021,,0
109,BIL21894212,"0,18x894x795 W/С",BIL,18000.0,02.03.2021,,0
110,BUF21942213,"0,16x942x790 ALU/С",BUF,20000.0,02.03.2021,,0
111,BUF21814214,"0,14x814x925 G/C",BUF,12000.0,02.03.2021,,0
112,BIL21838215,"0,17x838x942 BLANK",BIL,30000.0,02.03.2021,,0
113,DAG21070216,OT070-ELQ7013A9A ,DAG,27000.0,03.03.2021,,0
114,VIL21062220,OT62-ELQ6216A2A USK,VIL,20000.0,05.03.2021,,0
115,VIL21062221,OT62-ELQ6216A2A USK,VIL,40000.0,08.03.2021,,0
116,VIL21062222,OT62-ELQ6216A2A USK,VIL,20000.0,08.03.2021,,0
117,BUF21942223,"0,16x942x790 ALU/С",BUF,20000.0,08.03.2021,,0
118,BUF21096224,"OT096 0,20 ALU/C HBI",BUF,11000.0,08.03.2021,,0
119,BUF21096225,"OT096 0,20 ALU/C USK",BUF,10000.0,08.03.2021,,0
120,BIL21860226,"0,18x860x873  BLANK",BIL,26000.0,08.03.2021,,0
121,DEV21099217,OT99-ELQ9999A0A_N/A,DEV,33500.0,08.03.2021,,0
122,BUF21942218,"0,16x942x790 ALU/С",BUF,20000.0,10.03.2021,,0
123,BUF21070219,OT070-ELQ7013A9A ,BUF,20000.0,10.03.2021,,0
124,BUF21070227,OT070-ELQ7013A4A,BUF,28000.0,10.03.2021,,0
125,BIL21895228,"0,19x895x907 BLANK",BIL,50000.0,10.03.2021,,0
126,BUF21942229,"0,16x942x790 ALU/С",BUF,20000.0,10.03.2021,,0
127,BUF21942230,"0,16x942x790 ALU/С",BUF,20000.0,10.03.2021,,0
128,BIL21913231,"0,14x913x766 BLANK",BIL,50000.0,11.03.2021,,0
129,BIL21913232,"0,14x913x766 BLANK",BIL,20000.0,12.03.2021,,0
130,VIL21062233,OT62-ELQ6216A2A USK,VIL,20000.0,12.03.2021,,0
131,VAJ21062234,OT62-ELQ6216A2A USK,VAJ,30000.0,15.03.2021,,0
132,ZNO21153235,OT153-ELQ1554A0A USK,ZNO,20000.0,15.03.2021,,0
133,DEV21070236,OT070-ELQ7033A2A  TH580,DEV,48000.0,15.03.2021,,0
134,BUF21942237,"0,16x942x790 ALU/С",BUF,40000.0,15.03.2021,,0
135,DEV21070238,OT70-ELY2060376B,DEV,10000.0,16.03.2021,,0
136,BIL21942239,"0,16x942x790 BLANK",BIL,10000.0,16.03.2021,,0
137,BUF21942240,"0,16x942x790 ALU/С",BUF,20000.0,16.03.2021,,0
138,WEI21153241,OT153-ELQ1542A3A USK,WEI,13000.0,16.03.2021,,0
139,BIL21920242,"0,16x920x778 BLANK",BIL,30000.0,16.03.2021,,0
140,BIL21838243,"0,17x838x942 BLANK",BIL,50000.0,17.03.2021,,0
141,BUF21838244,"0,17x838x942 ALU/С",BUF,20000.0,17.03.2021,,0
142,BIL21850245,"0,14x850x925 BLANK",BIL,20000.0,17.03.2021,,0
143,BIL21877246,"0,18x877x1066 BLANK",BIL,15000.0,17.03.2021,,0
144,BIL21894247,"0,17x894x795 BLANK",BIL,12000.0,18.03.2021,,0
145,DEV21070248,OT070-ELQ7022A6A ,DEV,23000.0,18.03.2021,,0
146,ZNO21070249,OT070-ELQ7013A11A,ZNO,12000.0,18.03.2021,,0
147,DEV21070250,OT070-ELQ7033A2A  TH580,DEV,10000.0,18.03.2021,,0
148,VIL21062251,OT62-ELQ6216A2A,VIL,20000.0,18.03.2021,,0
149,VAJ21062252,OT62-ELQ6216A2A USK,VAJ,13000.0,18.03.2021,,0
150,BUF21096253,"OT096 0,20 ALU/C USK",BUF,10000.0,22.03.2021,,0
151,BUF21096254,"OT096 0,20 ALU/C HBI",BUF,9000.0,22.03.2021,,0
152,BIL21096255,"OT96 0,20  W/G USK",BIL,1500.0,22.03.2021,,0
153,BIL21096256,"OT96 0,18 G/G",BIL,10000.0,22.03.2021,,0
154,ZNO21153257,OT153-ELQ0561A2A USK,ZNO,15000.0,22.03.2021,,0
155,WEI21153258,OT153-ELQ1542A3A USK,WEI,13000.0,22.03.2021,,0
156,NOR21099259,OT99-ELQ0730A0A,NOR,20900.0,22.03.2021,,0
157,BIL21913260,"0,14x913x766 BLANK",BIL,50000.0,22.03.2021,,0
158,BIL21920261,"0,16x920x778 BLANK",BIL,20000.0,23.03.2021,,0
159,BIL21850262,"0,14x850x925 BLANK",BIL,10000.0,23.03.2021,,0
160,BUF21850263,"0,14x850x925 G/C",BUF,30000.0,23.03.2021,,0
161,BIL21860264,"0,18x860x873 W/C",BIL,42000.0,24.03.2021,,0
162,BIL21895265,"0,19x895x907 W/C",BIL,16000.0,24.03.2021,,0
163,DEV21070266,OT070-ELQ7033A2A  TH580,DEV,14000.0,24.03.2021,,0
164,VIL21062267,OT62-ELQ6216A2A,VIL,10000.0,29.03.2021,,0
165,VAJ21062268,OT62-ELQ6215A5A,VAJ,13500.0,29.03.2021,,0
166,VAJ21062269,OT62-ELQ6216A2A,VAJ,17000.0,29.03.2021,,0
167,ZNO21153270,OT153-ELQ1554A0A USK,ZNO,26000.0,29.03.2021,,0
168,WEI21153271,OT153-ELQ1542A3A USK,WEI,9000.0,29.03.2021,,0
169,ZNO21099272,OT99-EBQ0556B2A,ZNO,4500.0,29.03.2021,,0
170,NOR21099273,OT99-ELQ0730A0A,NOR,6300.0,29.03.2021,,0
171,ZNO21070274,OT070-ELQ7013A9A ,ZNO,18000.0,30.03.2021,,0
172,BIL21894275,"0,18x894x795 W/С",BIL,30000.0,30.03.2021,,0
173,BIL21894276,"0,17x894x795 BLANK",BIL,19000.0,30.03.2021,,0
174,BIL21895277,"0,19x895x907 W/C",BIL,20000.0,30.03.2021,,0
175,VIL21062278,OT62-ELQ6216A2A,VIL,37000.0,31.03.2021,,0
176,DEV21070279,OT070-ELQ7013A13A,DEV,1500.0,31.03.2021,,0
177,VIL21062280,OT62-ELQ6216A2A,VIL,20000.0,01.04.2021,,0
178,BIL21894281,"0,17x894x795 BLANK",BIL,9000.0,01.04.2021,,0
179,BIL21894282,"0,18x894x795 BLANK",BIL,10000.0,01.04.2021,,0
180,BUF21850283,"0,14x850x925 G/C",BUF,31000.0,01.04.2021,,0
181,BUF21942284,"0,16x942x790 ALU/С",BUF,27000.0,05.04.2021,,0
182,VIL21062285,OT62-ELQ6216A2A,VIL,41000.0,05.04.2021,,0
183,VIL21062286,OT62-ELQ6216A2A USK,VIL,20000.0,05.04.2021,,0
184,BIL21913287,"0,14x913x766 BLANK",BIL,20000.0,05.04.2021,,0
185,DEV21070288,OT070-ELQ7033A2A  TH580,DEV,30000.0,05.04.2021,,0
186,DEV21070289,OT070-ELQ7022A6A ,DEV,10000.0,05.04.2021,,0
187,BUF21070290,OT070-ELQ7013A9A ,BUF,10000.0,05.04.2021,,0
188,NOR21099291,OT99-ELQ0730A0A,NOR,11000.0,06.04.2021,,0
189,BIL21894292,"0,17x894x795 BLANK",BIL,20000.0,06.04.2021,,0
190,BIL21894293,"0,18x894x795 BLANK",BIL,8000.0,06.04.2021,,0
191,VIL21062294,OT62-ELQ6216A2A USK,VIL,35000.0,09.04.2021,,0
192,VIL21062295,OT62-ELQ6216A2A USK,VIL,35000.0,09.04.2021,,0
193,BIL21838296,"0,17x838x942 BLANK",BIL,20000.0,09.04.2021,,0
194,BUF21838297,"0,17x838x942 ALU/С",BUF,28000.0,09.04.2021,,0
195,DEV21070298,OT070-ELQ7033A2A  TH580,DEV,35000.0,09.04.2021,,0
196,BUF21814299,"0,14x814x925 G/C",BUF,20000.0,09.04.2021,,0
197,BUF21070300,OT070-ELQ7040A0A,BUF,9500.0,12.04.2021,,0
198,ZNO21070301,OT070-ELQ7013A9A ,ZNO,15000.0,13.04.2021,,0
199,BIL21894302,"0,17x894x795 BLANK",BIL,13000.0,13.04.2021,,0
200,BIL21894303,"0,18x894x795 BLANK",BIL,40000.0,13.04.2021,,0
201,BUF21830304,"0,18x830x801 Alu/C",BUF,3900.0,14.04.2021,,0
202,DEV21070305,OT070-ELQ7033A2A TH550,DEV,30000.0,16.04.2021,,0
203,DEV21070306,OT070-ELQ7033A2A TH550,DEV,30000.0,16.04.2021,,0
204,VIL21062307,OT62-ELQ6216A2A,VIL,25000.0,19.04.2021,,0
205,VAJ21062308,OT62-ELQ6216A2A,VAJ,25000.0,19.04.2021,,0
206,BUF21070309,OT070-ELQ7013A9A ,BUF,20000.0,19.04.2021,,0
207,BUF21096310,"OT096 0,20 ALU/C USK",BUF,20000.0,22.04.2021,,0
208,BIL21908311,"0,20x908x1112 BLANK",BIL,7000.0,19.04.2021,,0
209,BIL21913312,"0,14x913x766 BLANK",BIL,45000.0,19.04.2021,,0
210,BIL21920313,"0,16x920x778 BLANK",BIL,18000.0,19.04.2021,,0
211,BIL21894314,"0,17x894x795 BLANK",BIL,40000.0,19.04.2021,,0
212,BIL21894315,"0,17x894x795 W/С №13",BIL,40000.0,20.04.2021,,0
213,BIL21894316,"0,17x894x795 BLANK",BIL,40000.0,20.04.2021,,0
214,BUF21096317,"OT096 0,20 ALU/C USK",BUF,20000.0,22.04.2021,,0
215,DEV21099318,OT99-ELQ9999A0A_N/A,DEV,8060.0,22.04.2021,,0
216,DEV21099319,OT99-ELQ9999A0A_N/A,DEV,14600.0,22.04.2021,,0
217,BUF21099320,"OT99-921XQ 0,18 A55B05 ",BUF,9000.0,23.04.2021,BUF/BIL change,0
218,VIL21062321,OT62-ELQ6216A2A,VIL,40000.0,26.04.2021,,0
219,BIL21920322,"0,16x920x778 BLANK",BIL,20000.0,26.04.2021,,0
220,VAJ21096323,OT096-A07B05 Alu/G,VAJ,3000.0,26.04.2021,,0
221,BIL21895324,"0,16x920x778 BLANK",BIL,20000.0,26.04.2021,take the # for other order,0
222,BIL21894325,"0,17x894x795 BLANK",BIL,20000.0,26.04.2021,,0
223,DEV21099326,OT99-ELQ9999A0A_N/A,DEV,6000.0,27.04.2021,,0
224,BUF21830327,"0,18x830x801 Alu/C",BUF,9000.0,27.04.2021,,0
225,BIL21895328,"0,19x895x907 BLANK",BIL,40000.0,27.04.2021,,0
226,BIL21894329,"0,17x894x795 W/С №13",BIL,30000.0,27.04.2021,,0
227,BIL21894330,"0,17x894x795 W/С №13",BIL,30000.0,27.04.2021,,0
228,BIL21894331,"0,18x894x795 W/С",BIL,12000.0,27.04.2021,,0
229,VIL21954332,OT62-ELQ6216A2A USK,VIL,30000.0,27.04.2021,,0
230,VIL21062333,OT62-ELQ6216A2A,VIL,30000.0,29.04.2021,,0
231,DEV21070334,OT070-ELQ7033A2A  TH580,DEV,20000.0,30.04.2021,,0
232,WEI21153335,OT153-ELQ1542A3A USK,WEI,15000.0,30.04.2021,,0
233,ZNO21153336,OT153-ELQ1554A0A,ZNO,21000.0,30.04.2021,,0
234,ZNO21153337,OT153-ELQ0561A2A USK,ZNO,21000.0,30.04.2021,,0
235,MOE21062338,OT62-ELQ6215A5A,MOE,40000.0,05.05.2021,,0
236,VIL21062339,OT62-ELQ6216A2A,VIL,40000.0,05.05.2021,,0
237,BIL21913340,"0,14x913x766 BLANK",BIL,40000.0,05.05.2021,,0
238,BIL21908341,"0,20x908x1112 BLANK",BIL,18000.0,05.05.2021,,0
239,ТЕСТ 2026,ТЕСТ 2026,ТЕС,600.0,06.05.2021,,0
240,BUF21942342,"0,16x942x790 ALU/С",BUF,50000.0,07.05.2021,,0
241,BIL21895343,"0,19x895x907 W/C",BIL,35000.0,10.05.2021,,0
242,BIL21895344,"0,19x895x907 BLANK",BIL,25000.0,10.05.2021,,0
243,BIL21099345,"OT99-921XQ 0,18 G/G",BIL,7500.0,11.05.2021,,0
244,MOE21062346,OT62-ELQ6216A2A,MOE,28000.0,11.05.2021,,0
245,BIL21894347,"0,17x894x795 BLANK",BIL,45000.0,11.05.2021,,0
246,BIL21894348,"0,18x894x795 BLANK",BIL,9000.0,11.05.2021,,0
247,DEV21070349,OT070-ELQ7022A6A ,DEV,20000.0,11.05.2021,,0
248,DEV21070350,OT070-ELQ7033A2A  TH580,DEV,25000.0,11.05.2021,,0
249,DEV21070351,OT70-ELQ7022A5A,DEV,10000.0,12.05.2021,,0
250,ZNO21153352,OT153-ELQ0561A2A USK,ZNO,24500.0,13.05.2021,,0
251,BUF21838353,"0,17x838x942 ALU/С",BUF,30000.0,13.05.2021,,0
252,BIL21913354,"0,14x913x766 BLANK",BIL,50000.0,13.05.2021,,0
253,BIL21908355,"0,20x908x1112 BLANK",BIL,12000.0,14.05.2021,,0
254,BUF21877356,"0,18x877x1066 W/G",BUF,20000.0,14.05.2021,,0
255,BIL21894357,"0,17x894x795 BLANK",BIL,45000.0,17.05.2021,,0
256,BIL21894358,"0,18x894x795 BLANK",BIL,30000.0,17.05.2021,,0
257,VIL21062359,OT62-ELQ6216A2A USK,VIL,35000.0,17.05.2021,,0
258,VAJ21062360,OT62-ELQ6216A2A USK,VAJ,20000.0,17.05.2021,,0
259,BUF21096361,"OT096 0,20 ALU/C USK",BUF,25000.0,17.05.2021,,0
260,BIL21860362,"0,18x860x873 W/C",BIL,25000.0,18.05.2021,,0
261,BIL21860363,"0,18x860x873 W/C",BIL,25000.0,18.05.2021,,0
262,BUF21070364,OT070-ELQ7013A9A ,BUF,20000.0,19.05.2021,,0
263,VIL21062365,OT62-ELQ6215A5A,VIL,40000.0,19.05.2021,,0
264,BIL21895366,"0,19x895x907 BLANK",BIL,30000.0,19.05.2021,,0
265,BIL21895367,"0,19x895x907 BLANK",BIL,30000.0,19.05.2021,,0
266,BUF21942368,"0,16x942x790 ALU/С",BUF,25000.0,20.05.2021,,0
267,BIL21942369,"0,16x942x790 BLANK",BIL,4800.0,20.05.2021,,0
268,BIL21894370,"0,17x894x795 BLANK",BIL,19000.0,20.05.2021,,0
269,BIL21894371,"0,18x894x795 BLANK",BIL,11000.0,20.05.2021,,0
270,BIL21894372,"0,17x894x795 BLANK",BIL,20000.0,21.05.2021,,0
271,BIL21894373,"0,18x894x795 BLANK",BIL,30000.0,24.05.2021,,0
272,BUF21894374,"0,14x814x925 W/C",BUF,10000.0,24.05.2021,,0
273,ZNO21070375,OT070-ELQ7013A11A,ZNO,24000.0,24.05.2021,,0
274,BUF21070376,OT070-ELQ7013A9A ,BUF,15000.0,24.05.2021,,0
275,BIL21959377,"0,17x959x901 2G/G",BIL,28000.0,24.05.2021,,0
276,BIL21959378,"0,17x959x901 2W/G",BIL,10000.0,24.05.2021,,0
277,BUF21096379,"OT096 0,20 ALU/C USK",BUF,39000.0,25.05.2021,,0
278,BIL21894380,"0,18x894x795 W/С",BIL,25000.0,25.05.2021,,0
279,BIL21894381,"0,18x894x795 W/С",BIL,45000.0,25.05.2021,,0
280,VIL21062382,OT62-ELQ6216A2A USK,VIL,40000.0,26.05.2021,,0
281,ZNO21153383,OT153-ELQ0561A2A USK,ZNO,20000.0,26.05.2021,,0
282,ZNO21153384,OT153-ELQ1554A0A,ZNO,10000.0,26.05.2021,,0
283,BUF21796385,"0,14x796x925 G/C",BUF,35000.0,27.05.2021,,0
284,BIL21894386,"0,18x894x795 BLANK",BIL,40000.0,27.05.2021,,0
285,BIL21894387,"0,18x894x795 BLANK",BIL,20000.0,27.05.2021,,0
286,NOR21099388,OT99-ELQ0730A0A,NOR,19000.0,27.05.2021,,0
287,BIL21894389,"0,17x894x795 BLANK",BIL,30000.0,28.05.2021,,0
288,BUF21099390,"OT99-921XQ 0,20 A55B05 ",BUF,10000.0,28.05.2021,,0
289,BIL21894391,"0,17x894x795 BLANK",BIL,30000.0,31.05.2021,,0
290,BIL21894392,"0,18x894x795 W/С",BIL,30000.0,31.05.2021,,0
291,BUF21838393,"0,17x838x942 ALU/С",BUF,39000.0,31.05.2021,,0
292,BUF21070394,OT070-ELQ7040A0A,BUF,9000.0,31.05.2021,,0
293,BUF21070395,OT070-ELQ7013A9A ,BUF,35000.0,31.05.2021,,0
294,BIL21920396,"0,16x920x778 BLANK",BIL,30000.0,01.06.2021,,0
295,BIL21913397,"0,14x913x766 BLANK",BIL,50000.0,01.06.2021,,0
296,NOR2109998,OT99-ELQ0730A0A,NOR,14500.0,01.06.2021,,0
297,ZNO21099399,OT99-EBQ0556B2A,ZNO,5350.0,01.06.2021,,0
298,MOE21062400,OT62-ELQ6216A2A USK,MOE,45000.0,02.06.2021,,0
299,BIL21099401,"OT99-921XQ 0,22 ALU/G",BIL,4000.0,03.06.2021,,0
300,VIL21062402,OT62-ELQ6216A2A USK,VIL,6400.0,03.06.2021,,0
301,BUF21942403,"0,16x942x790 ALU/С",BUF,50000.0,03.06.2021,,0
302,BUF21850404,"0,14x850x925 G/C",BUF,50000.0,07.06.2021,,0
303,WEI21153405,OT153-ELQ1554A0A USK,WEI,15000.0,07.06.2021,,0
304,ZNO21153406,OT153-ELQ1554A0A USK,ZNO,15000.0,07.06.2021,,0
305,BUF21099407,"OT99-921XQ 0,20 A55B05 ",BUF,28000.0,07.06.2021,,0
306,BIL21894408,"0,17x894x795 BLANK",BIL,30000.0,07.06.2021,,0
307,BIL21894409,"0,17x894x795 BLANK",BIL,30000.0,08.06.2021,,0
308,BIL21894410,"0,18x894x795 BLANK",BIL,30000.0,08.06.2021,,0
309,BUF21838411,"0,17x838x942 ALU/С",BUF,40000.0,09.06.2021,,0
310,BIL21913412,"0,14x913x766 BLANK",BIL,50000.0,09.06.2021,,0
311,ZNO21153413,OT153-ELQ1554A0A USK,ZNO,15000.0,10.06.2021,,0
312,ZNO21153414,OT153-ELQ1542A3A USK,ZNO,15000.0,10.06.2021,,0
313,BUF21096415,"OT096 0,20 ALU/C USK",BUF,30000.0,11.06.2021,,0
314,VIL21062416,OT62-ELQ6216A2A USK,VIL,30000.0,11.06.2021,,0
315,VIL21062417,OT62-ELQ6216A2A USK,VIL,30000.0,11.06.2021,,0
316,MOE21062418,OT62-ELQ6215A5A,MOE,20000.0,11.06.2021,,0
317,VAJ21096419,OT096-A07B05 Alu/G,VAJ,10000.0,15.06.2021,,0
318,BIL21894420,"0,17x894x795 BLANK",BIL,45000.0,15.06.2021,,0
319,BIL21894421,"0,18x894x795 W/С",BIL,45000.0,15.06.2021,,0
320,ZNO21153422,OT153-ELQ1554A0A USK,ZNO,17000.0,15.06.2021,,0
321,BUF21850423,"0,14x850x925 G/C",BUF,45000.0,16.06.2021,NEW SPECIFICATION,0
